"cces_year","topic","q_code_common","q_code","q_label","wording"
2013,"environment","enviro_vs_jobs","CC328","Preference scale between environmental protection and job availability (1=Environmental protection, 5=Job protection)","Some people think it is important to protect the environment even if it costs some jobs or otherwise reduces our standard of living. Other people think that protecting the environment is not as important as maintaining jobs and our standard of living. Which is closer to the way you feel, or haven't you thought much about this?"
2013,"other","gaymarriage_legalize","CC329","Support for legalizing gay marriage","Do you favor or oppose allowing gays and lesbians to marry legally?"
2013,"other","affirmativeaction","CC330","Opposition to affirmative action (1 = Support, 4 = Oppose)","Affirmative action programs give preference to racial minorities in employment and college admissions in order to correct for past discrimination. Do you support or oppose affirmative action?"
2013,"health care","healthcare_aca","CC332C","Repeal the Affordable Care Act","Congress considered many important bills over the past few years. For each of the following tell us whether you support or oppose the legislation in principle. Repeal Affordable Care Act. Would repeal the Affordable Care Act."
2014,"guns","guns_bgchecks","CC14_320a","Background checks for guns for all sales","On the issue of gun regulation, are you for or against each of the following . . . Background Checks"
2014,"guns","guns_names","CC14_320b","Prohibit state and local publishing gun owner names","On the issue of gun regulation, are you for or against each of the following . . . Prohibit state and local governments from publishing the names and addresses of all gun owners"
2014,"guns","guns_assaultban","CC14_320d","Ban assault rifles","On the issue of gun regulation, are you for or against each of the following . . . Ban assault rifles"
2014,"guns","guns_permits","CC14_320e","Ease ability to obtain concealed-carry permits","On the issue of gun regulation, are you for or against each of the following . . . Make it easier for people to obtain concealed weapons permits"
2014,"immigration","immig_legalize","CC14_322_1","Grant conditional legal status to undocumented","What do you think the government should do about immigration? Select all that apply . . . Grant legal status to all illegal immigrants who have held jobs and paid taxes for at least 3 years, and not been convicted of any felony crimes"
2014,"immigration","immig_border","CC14_322_2","Increase border security between US-Mexico","What do you think the government should do about immigration? Select all that apply . . . Increase Border Patrols along the US-Mexico border"
2014,"immigration","immig_police","CC14_322_3","Allow police questioning of suspected undocumented","What do you think the government should do about immigration? Select all that apply . . . Allow police to question anyone they think may be in the country illegally."
2014,"immigration","immig_employer","CC14_322_4","Sanction employers hiring undocumented","What do you think the government should do about immigration? Select all that apply . . . Fine US businesses that hire illegal immigrants"
2014,"immigration","immig_deport","CC14_322_5","Identify and deport illegal immigrants","What do you think the government should do about immigration? Select all that apply . . . Identify and deport illegal immigrants"
2014,"abortion","abortion_always","CC14_323_1","Always allow abortion","Do you support or oppose each of the following proposals? . . . Always allow a woman to obtain an abortion as a matter of choice"
2014,"abortion","abortion_conditional","CC14_323_2","Allow abortion only under certain cases","Do you support or oppose each of the following proposals? . . . Permit abortion only in cases of rape, incest, or when the womans life is in danger"
2014,"abortion","abortion_20weeks","CC14_323_3","Ban abortion after 20 weeks","Do you support or oppose each of the following proposals? . . . Prohibit abortions after the 20th week of pregnancy"
2014,"abortion","abortion_coverage","CC14_323_4","Employer coverage of abortion","Do you support or oppose each of the following proposals? . . . Allow employers to decline coverage of abortions in insurance plans"
2014,"abortion","abortion_expenditures","CC14_323_5","Prohibit expenditures for abortion","Do you support or oppose each of the following proposals? . . . Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion"
2014,"health care","healthcare_aca","CC14_324_1","Repeal the Affordable Care Act","The Affordable Health Care Act was passed into law in 2010. It does the following: Requires Americans to obtain health insurance. Prevents insurance companies from denying coverage for pre-existing conditions. Allows people to keep current health insurance and care provider. Sets up national health insurance option for those without coverage, but allows states the option to implement their own insurance system.  Would you vote to repeal the Affordable Care Act if you were in Congress in today?"
2014,"environment","enviro_carbon","CC14_326_1","Allow EPA to regulate carbon dioxide emissions","Do you support or oppose each of the following policies? Environmental Protection Agency regulating carbon emissions"
2014,"environment","enviro_mpg_raise","CC14_326_2","Raise average fuel efficiency","Raise required fuel efficiency for the average automobile from 25 mpg to 35 mpg."
2014,"environment","enviro_renewable","CC14_326_3","Require states use a minimum amount of renewable fuels","Do you support or oppose each of the following policies? Your state requiring the use of a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little?"
2014,"environment","enviro_airwateracts","CC14_326_4","Strengthen EPA enforcement of Clean Air and Water acts","Environmental Protection Agency strengthening enforcement of the Clean Air Act even if it costs US jobs"
2014,"other","gaymarriage_legalize","CC14_327","Support for legalizing gay marriage","Do you favor or oppose allowing gays and lesbians to marry legally?"
2014,"other","affirmativeaction","CC14_328","Opposition to affirmative action (1 = Support, 4 = Oppose)","Affirmative action programs give preference to racial minorities in employment and college admissions in order to correct for past discrimination. Do you support or oppose affirmative action?"
2014,"spending","spending_cuts_most","CC14_329a","Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)","The federal budget deficit is approximately 500 billion this year. If the Congress were to balance the budget it would have to consider cutting defense spending, cutting domestic spending (such as Medicare and Social Security), or raising taxes to cover the deficit. What would you most prefer that Congress do - cut domestic spending, cut defense spending, or raise taxes?"
2014,"spending","spending_cuts_least","CC14_329b","Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)","The federal budget deficit is approximately 500 billion this year. If the Congress were to balance the budget it would have to consider cutting defense spending, cutting domestic spending (such as Medicare and Social Security), or raising taxes to cover the deficit. What do you least want Congress to do?"
2014,"military","military_oil","CC414_1","Approve of military ensuring oil supply","Would you approve of the use of U.S. military troops in order to...? Ensure the supply of oil"
2014,"military","military_terroristcamp","CC414_2","Approve of military to destroy terrorist camp","Would you approve of the use of U.S. military troops in order to...? Destroy a terrorist camp"
2014,"military","military_genocide","CC414_3","Approve of military to intervene in genocide or civil war","Would you approve of the use of U.S. military troops in order to...? Intervene in a region where there is genocide or a civil war"
2014,"military","military_democracy","CC414_4","Approve of military to assist in spread democracy","Would you approve of the use of U.S. military troops in order to...? Assist the spread of democracy"
2014,"military","military_protectallies","CC414_5","Approve of military to protect US allies under attack","Would you approve of the use of U.S. military troops in order to...? Protect American allies under attack by foreign nations"
2014,"military","military_helpun","CC414_6","Approve of military to help the United Nations uphold international law","Would you approve of the use of U.S. military troops in order to...? Help the United Nations uphold international law"
2014,"spending","spending_vs_tax","CC415r","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)","If your state were to have a budget deficit this year it would have to raise taxes on income and sales or cut spending, such as on education, health care, welfare, and road construction. What would you prefer more raising taxes or cutting spending? Choose a point along the scale from 100 percent tax increases (and no spending cuts) to 100 percent spending cuts (and no tax increases). The point in the middle means that the budget should be balanced with equal amounts of spending cuts and tax increases. If you are Not sure, or don't know, please check the 'not sure' box."
2014,"other","incometax_vs_salestax","CC416r","Preference scale from 0 (increase income tax) to 100 (increase sales tax)","If the state had to raise taxes, what share of the tax increase should come from increased income taxes and what share from increased sales taxes? Choose a point along the scale from 100 percent from sales (and none from income) to 100 percent from income (and none from sales). The point in the middle means that any increase in taxes should come equally from sales and income taxes. If you are Not sure, or don't know, please check the 'not sure' box."
2014,"spending","spending_welfare","CC426_1","Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)","Legislative spending - Welfare"
2014,"spending","spending_healthcare","CC426_2","Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)","Legislative spending - Health Care"
2014,"spending","spending_education","CC426_3","Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)","Legislative spending - Education"
2014,"spending","spending_police","CC426_4","Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)","Legislative spending - Law Enforcement"
2014,"spending","spending_infrastructure","CC426_5","Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)","Legislative spending - Transportation/Infrastructure"
2014,NA,"case_id","V101","Respondent ID","Case ID"
2015,"guns","guns_bgchecks","CC15_320a","Background checks for guns for all sales","On the issue of gun regulation, are you for or against each of the following proposals? Background checks for all sales, including at gun shows and over the Internet"
2015,"guns","guns_names","CC15_320b","Prohibit state and local publishing gun owner names","On the issue of gun regulation, are you for or against each of the following proposals? Prohibit state and local governments from publishing the names and addresses of all gun owners"
2015,"guns","guns_assaultban","CC15_320c","Ban assault rifles","On the issue of gun regulation, are you for or against each of the following proposals? Ban assault rifles"
2015,"guns","guns_permits","CC15_320d","Ease ability to obtain concealed-carry permits","On the issue of gun regulation, are you for or against each of the following proposals? Make it easier for people to obtain concealed-carry permit"
2015,"immigration","immig_legalize","CC15_321_1","Grant conditional legal status to undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Grant legal status to all illegal immigrants who have held jobs and paid taxes for at least 3 years, and not been convicted of any felony crimes."
2015,"immigration","immig_border","CC15_321_2","Increase border security between US-Mexico","What do you think the U.S. government should do about immigration? Select all that apply. Increase the number of border patrols on the US-Mexican border."
2015,"immigration","immig_police","CC15_321_3","Allow police questioning of suspected undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Allow police to question anyone they think may be in the country illegally."
2015,"immigration","immig_employer","CC15_321_4","Sanction employers hiring undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Fine US businesses that hire illegal immigrants."
2015,"immigration","immig_deport","CC15_321_5","Identify and deport illegal immigrants","What do you think the U.S. government should do about immigration? Select all that apply. Identify and deport illegal immigrants."
2015,"abortion","abortion_always","CC15_322a","Always allow abortion","Do you support or oppose each of the following proposals? Always allow a woman to obtain an abortion as a matter of choice"
2015,"abortion","abortion_conditional","CC15_322b","Allow abortion only under certain cases","Do you support or oppose each of the following proposals? Permit abortion ONLY in case of rape, incest or when the woman's life is in danger"
2015,"abortion","abortion_20weeks","CC15_322c","Ban abortion after 20 weeks","Do you support or oppose each of the following proposals? Ban abortions after the 20th week of pregnancy"
2015,"abortion","abortion_coverage","CC15_322d","Employer coverage of abortion","Do you support or oppose each of the following proposals? Allow employers to decline coverage of abortions in insurance plans"
2015,"abortion","abortion_expenditures","CC15_322e","Prohibit expenditures for abortion","Do you support or oppose each of the following proposals? Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion."
2015,"abortion","abortion_prohibition","CC15_322f","Total prohibition of abortion","Do you support or oppose each of the following proposals? Make abortions illegal in all circumstances."
2015,"environment","enviro_carbon","CC15_323_1","Allow EPA to regulate carbon dioxide emissions","Do you support or oppose each of the following proposals? Give Environmental Protection Agency power to regulate Carbon Dioxide emissions"
2015,"environment","enviro_mpg_raise","CC15_323_2","Raise average fuel efficiency","Do you support or oppose each of the following proposals? Raise required fuel efficiency for the average automobile from 25 mpg to 35 mpg."
2015,"environment","enviro_renewable","CC15_323_3","Require states use a minimum amount of renewable fuels","Do you support or oppose each of the following proposals? Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little"
2015,"environment","enviro_airwateracts","CC15_323_4","Strengthen EPA enforcement of Clean Air and Water acts","Do you support or oppose each of the following proposals? Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if costs US jobs"
2015,"military","military_oil","CC15_324_1","Approve of military ensuring oil supply","Would you approve of the use of U.S. military troops in order to...? Ensure the supply of oil"
2015,"military","military_terroristcamp","CC15_324_2","Approve of military to destroy terrorist camp","Would you approve of the use of U.S. military troops in order to...? Destroy a terrorist camp"
2015,"military","military_genocide","CC15_324_3","Approve of military to intervene in genocide or civil war","Would you approve of the use of U.S. military troops in order to...? Intervene in a region where there is genocide or a civil war"
2015,"military","military_democracy","CC15_324_4","Approve of military to assist in spread democracy","Would you approve of the use of U.S. military troops in order to...? Assist the spread of democracy"
2015,"military","military_protectallies","CC15_324_5","Approve of military to protect US allies under attack","Would you approve of the use of U.S. military troops in order to...? Protect American allies under attack by foreign nations"
2015,"military","military_helpun","CC15_324_6","Approve of military to help the United Nations uphold international law","Would you approve of the use of U.S. military troops in order to...? Help the United Nations uphold international law"
2015,"other","gaymarriage_legalize","CC15_325","Support for legalizing gay marriage","Do you favor or oppose allowing gays and lesbians to marry legally?"
2015,"health care","healthcare_aca","CC15_327A","Repeal the Affordable Care Act","Congress considered many important bills over the past few years. For each of the following tell us whether you support or oppose the legislation in principle. Repeal Affordable Care Act. Would repeal the Affordable Care Act."
2015,"spending","spending_vs_tax","CC15_331","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)","If your state were to have a budget deficit this year it would have to raise taxes on income and sales or cut spending, such as on education, health care, welfare, and road construction. What would you prefer more raising taxes or cutting spending? Choose a point along the scale from 100 percent tax increases (and no spending cuts) to 100 percent spending cuts (and no tax increases). The point in the middle means that the budget should be balanced with equal amounts of spending cuts and tax increases. If you are Not sure, or don't know, please check the 'Not sure' box."
2015,"other","incometax_vs_salestax","CC15_332","Preference scale from 0 (increase income tax) to 100 (increase sales tax)","If the state had to raise taxes, what share of the tax increase should come from increased income taxes and what share from increased sales taxes? Choose a point along the scale from 100 percent from sales (and none from income) to 100 percent from income (and none from sales). The point in the middle means that any increase in taxes should come equally from sales and income taxes. If you are Not sure, or don't know, please check the 'Not sure' box."
2015,"spending","spending_cuts_most","CC15_333a","Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)","The federal budget deficit is approximately 1 trillion this year. If the Congress were to balance the budget it would have to consider cutting defense spending, cutting domestic spending (such as Medicare and Social Security), or raising taxes to cover the deficit. What would you most prefer that Congress do - cut domestic spending, cut defense spending, or raise taxes?"
2015,"spending","spending_cuts_least","CC15_333b","Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)","The federal budget deficit is approximately 1 trillion this year. If the Congress were to balance the budget it would have to consider cutting defense spending, cutting domestic spending (such as Medicare and Social Security), or raising taxes to cover the deficit. What do you least want Congress to do?"
2015,NA,"case_id","V101","Respondent ID","Case ID"
2016,"guns","guns_bgchecks","CC16_330a","Background checks for guns for all sales","On the issue of gun regulation, do you support or oppose each of the following proposals? Background checks for all sales, including at gun shows and over the Internet"
2016,"guns","guns_names","CC16_330b","Prohibit state and local publishing gun owner names","On the issue of gun regulation, do you support or oppose each of the following proposals? Prohibit state and local governments from publishing the names and addresses of all gun owners"
2016,"guns","guns_assaultban","CC16_330d","Ban assault rifles","On the issue of gun regulation, do you support or oppose each of the following proposals? Ban assault rifles"
2016,"guns","guns_permits","CC16_330e","Ease ability to obtain concealed-carry permits","On the issue of gun regulation, do you support or oppose each of the following proposals? Make it easier for people to obtain concealed-carry permit"
2016,"immigration","immig_legalize","CC16_331_1","Grant conditional legal status to undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Immigration - Grant legal status to all illegal immigrants who have held jobs and paid taxes for at least 3 years, and not been convicted of any felony crimes"
2016,"immigration","immig_border","CC16_331_2","Increase border security between US-Mexico","What do you think the U.S. government should do about immigration? Select all that apply. Immigration - Increase the number of border patrols on the U.S.-Mexican border"
2016,"immigration","immig_employer","CC16_331_4","Sanction employers hiring undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Immigration - Fine U.S. businesses that hire illegal immigrants"
2016,"immigration","immig_deport","CC16_331_7","Identify and deport illegal immigrants","What do you think the U.S. government should do about immigration? Select all that apply. Immigration - Idenfity and deport illegal immigrants"
2016,"abortion","abortion_always","CC16_332a","Always allow abortion","Do you support or oppose each of the following proposals? Always allow a woman to obtain an abortion as a matter of choice"
2016,"abortion","abortion_conditional","CC16_332b","Allow abortion only under certain cases","Do you support or oppose each of the following proposals? Permit abortion only in case of rape, incest or when the woman's life is in danger"
2016,"abortion","abortion_20weeks","CC16_332c","Ban abortion after 20 weeks","Do you support or oppose each of the following proposals? Prohibit all abortions after the 20th week of pregnancy"
2016,"abortion","abortion_coverage","CC16_332d","Employer coverage of abortion","Do you support or oppose each of the following proposals? Allow employers to decline coverage of abortions in insurance plans"
2016,"abortion","abortion_expenditures","CC16_332e","Prohibit expenditures for abortion","Do you support or oppose each of the following proposals? Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion"
2016,"abortion","abortion_prohibition","CC16_332f","Total prohibition of abortion","Do you support or oppose each of the following proposals? Make abortions illegal in all circumstances"
2016,"environment","enviro_carbon","CC16_333a","Allow EPA to regulate carbon dioxide emissions","Do you support or oppose each of the following proposals? Give Environmental Protection Agency power to regulate Carbon Dioxide emissions"
2016,"environment","enviro_mpg_raise","CC16_333b","Raise average fuel efficiency","Do you support or oppose each of the following proposals? Raise required fuel efficiency for the average automobile from 25 mpg to 35 mpg."
2016,"environment","enviro_renewable","CC16_333c","Require states use a minimum amount of renewable fuels","Do you support or oppose each of the following proposals? Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase somewhat"
2016,"environment","enviro_airwateracts","CC16_333d","Strengthen EPA enforcement of Clean Air and Water acts","Do you support or oppose each of the following proposals? Strengthen enforcement of the Clean Air Act and Clean Water Act even if costs US jobs"
2016,"other","gaymarriage_legalize","CC16_335","Support for legalizing gay marriage","Do you favor or oppose allowing gays and lesbians to marry legally?"
2016,"health care","healthcare_aca","CC16_351I","Repeal the Affordable Care Act","Congress considers many issues. If you were in Congress would you vote FOR or AGAINST each of the following? Repeal Affordable Care Act. Would repeal the Affordable Care Act of 2009 (also known as Obamacare)."
2016,"military","military_oil","CC16_414_1","Approve of military ensuring oil supply","Would you approve of the use of U.S. military troops in order to...? Ensure the supply of oil"
2016,"military","military_terroristcamp","CC16_414_2","Approve of military to destroy terrorist camp","Would you approve of the use of U.S. military troops in order to...? Destroy a terrorist camp"
2016,"military","military_genocide","CC16_414_3","Approve of military to intervene in genocide or civil war","Would you approve of the use of U.S. military troops in order to...? Intervene in a region where there is genocide or a civil war"
2016,"military","military_democracy","CC16_414_4","Approve of military to assist in spread democracy","Would you approve of the use of U.S. military troops in order to...? Assist the spread of democracy"
2016,"military","military_protectallies","CC16_414_5","Approve of military to protect US allies under attack","Would you approve of the use of U.S. military troops in order to...? Protect American allies under attack by foreign nations"
2016,"military","military_helpun","CC16_414_6","Approve of military to help the United Nations uphold international law","Would you approve of the use of U.S. military troops in order to...? Help the United Nations uphold international law"
2016,"spending","spending_vs_tax","CC16_415r","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)","If your state were to have a budget deficit this year it would have to raise taxes on income and sales or cut spending, such as on education, health care, welfare, and road construction. What would you prefer more, raising taxes or cutting spending? Choose a point along the scale from 100"
2016,"other","incometax_vs_salestax","CC16_416r","Preference scale from 0 (increase income tax) to 100 (increase sales tax)","If the state had to raise taxes, what share of the tax increase should come from increased income taxes and what share from increased sales taxes? Choose a point along the scale from 100"
2016,"spending","spending_welfare","CC16_426_1","Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Welfare"
2016,"spending","spending_healthcare","CC16_426_2","Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Health Care"
2016,"spending","spending_education","CC16_426_3","Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Education"
2016,"spending","spending_police","CC16_426_4","Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Law Enforcement"
2016,"spending","spending_infrastructure","CC16_426_5","Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)","State legislatures must make choices when making spending decisions on important state programs. Would you like your legislature to increase or decrease spending on the five areas below? Transportation/Infrastructure"
2016,NA,"case_id","V101","Respondent ID","Case ID"
2017,"guns","guns_bgchecks","CC17_330a","Background checks for guns for all sales","On the issue of gun regulation, are you for or against each of the following proposals? Background checks for all sales, including at gun shows and over the Internet"
2017,"guns","guns_names","CC17_330b","Prohibit state and local publishing gun owner names","On the issue of gun regulation, are you for or against each of the following proposals? Prohibit state and local governments from publishing the names and addresses of all gun owners"
2017,"guns","guns_assaultban","CC17_330c","Ban assault rifles","On the issue of gun regulation, are you for or against each of the following proposals? Ban assault rifles"
2017,"guns","guns_permits","CC17_330d","Ease ability to obtain concealed-carry permits","On the issue of gun regulation, are you for or against each of the following proposals? Make it easier for people to obtain concealed-carry permit"
2017,"immigration","immig_legalize","CC17_331_1","Grant conditional legal status to undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Grant legal status to all illegal immigrants who have held jobs and paid taxes for at least 3 years, and not been convicted of any felony crimes."
2017,"immigration","immig_border","CC17_331_2","Increase border security between US-Mexico","What do you think the U.S. government should do about immigration? Select all that apply. Increase the number of border patrols on the U.S.-Mexican border."
2017,"immigration","immig_police","CC17_331_3","Allow police questioning of suspected undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Allow police to question anyone they think may be in the country illegally."
2017,"immigration","immig_employer","CC17_331_4","Sanction employers hiring undocumented","What do you think the U.S. government should do about immigration? Select all that apply. Fine U.S. businesses that hire illegal immigrants."
2017,"immigration","immig_deport","CC17_331_5","Identify and deport illegal immigrants","What do you think the U.S. government should do about immigration? Select all that apply. Identify and deport illegal immigrants."
2017,"immigration","immig_wall","CC17_331_7","Increase spending on border security, including building a wall","What do you think the U.S. government should do about immigration? Select all that apply. Build a wall between the U.S. and Mexico."
2017,"immigration","immig_report","CC17_331_8","Withhold funding from police failing to report illegal immigrants","What do you think the U.S. government should do about immigration? Select all that apply. Require local police departments to report to the federal government anyone they identify as an illegal immigrant."
2017,"abortion","abortion_always","CC17_332a","Always allow abortion","Do you support or oppose each of the following proposals? Always allow a woman to obtain an abortion as a matter of choice"
2017,"abortion","abortion_conditional","CC17_332b","Allow abortion only under certain cases","Do you support or oppose each of the following proposals? Permit abortion only in case of rape, incest or when the woman's life is in danger"
2017,"abortion","abortion_20weeks","CC17_332c","Ban abortion after 20 weeks","Do you support or oppose each of the following proposals? Ban abortions after the 20th week of pregnancy"
2017,"abortion","abortion_coverage","CC17_332d","Employer coverage of abortion","Do you support or oppose each of the following proposals? Allow employers to decline coverage of abortions in insurance plans"
2017,"abortion","abortion_expenditures","CC17_332e","Prohibit expenditures for abortion","Do you support or oppose each of the following proposals? Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion."
2017,"abortion","abortion_prohibition","CC17_332f","Total prohibition of abortion","Do you support or oppose each of the following proposals? Make abortion illegal in all circumstances."
2017,"environment","enviro_carbon","CC17_333a","Allow EPA to regulate carbon dioxide emissions","Do you support or oppose each of the following proposals? Give Environmental Protection Agency power to regulate Carbon Dioxide emissions."
2017,"environment","enviro_mpg_raise","CC17_333b","Raise average fuel efficiency","Do you support or oppose each of the following proposals? Raise required fuel efficiency for the average automobile from 25 mpg to 35 mpg."
2017,"environment","enviro_renewable","CC17_333c","Require states use a minimum amount of renewable fuels","Do you support or oppose each of the following proposals? Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if the electricity prices increase a little."
2017,"environment","enviro_airwateracts","CC17_333d","Strengthen EPA enforcement of Clean Air and Water acts","Do you support or oppose each of the following proposals? Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs."
2017,"health care","healthcare_aca","CC17_340A","Repeal the Affordable Care Act","Congress considered many important bills over the past few years. For each of the following tell us whether you support or oppose the legislation in principle. Repeal Affordable Care Act. Would repeal the Affordable Care Act."
2017,"spending","spending_vs_tax","CC17_343","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)","If your state were to have a budget deficit this year it would have to raise taxes on income and sales or cut spending, such as on education, health care, welfare, and road construction. What would you prefer more raising taxes or cutting spending? Choose a point along the scale from 100 percent tax increases (and no spending cuts) to 100 percent spending cuts (and no tax increases). The point in the middle means that the budget should be balanced with equal amounts of spending cuts and tax increases. If you are Not sure, or don't know, please check the 'Not sure' box."
2017,"other","incometax_vs_salestax","CC17_344","Preference scale from 0 (increase income tax) to 100 (increase sales tax)","If the state had to raise taxes, what share of the tax increase should come from increased income taxes and what share from increased sales taxes? Choose a point along the scale from 100 percent from sales (and none from income) to 100 percent from income (and none from sales). The point in the middle means that any increase in taxes should come equally from sales and income taxes. If you are Not sure, or don't know, please check the 'Not sure' box."
2017,"spending","spending_cuts_most","CC17_345a","Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)","The federal budget deficit is approximately 700 billion this year. If the Congress were to balance the budget it would have to consider cutting defense spending, cutting domestic spending (such as Medicare and Social Security), or raising taxes to cover the deficit. What would you most prefer that Congress do - cut domestic spending, cut defense spending, or raise taxes?"
2017,"spending","spending_cuts_least","CC17_345b","Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)","The federal budget deficit is approximately 700 billion this year. If the Congress were to balance the budget it would have to consider cutting defense spending, cutting domestic spending (such as Medicare and Social Security), or raising taxes to cover the deficit. What do you least want Congress to do?"
2017,NA,"case_id","V101","Respondent ID","Case ID"
2018,NA,"case_id","caseid","Respondent ID","Case ID"
2018,"guns","guns_bgchecks","CC18_320a","Background checks for guns for all sales","On the issue of gun regulation, are you for or against each of the following proposals? Background checks for all sales, including at gun shows and over the Internet"
2018,"guns","guns_assaultban","CC18_320c","Ban assault rifles","On the issue of gun regulation, are you for or against each of the following proposals? Ban assault rifles"
2018,"guns","guns_permits","CC18_320d","Ease ability to obtain concealed-carry permits","On the issue of gun regulation, are you for or against each of the following proposals? Make it easier for people to obtain concealed-carry permit"
2018,"abortion","abortion_always","CC18_321a","Always allow abortion","Do you support or oppose each of the following proposals? Always allow a woman to obtain an abortion as a matter of choice"
2018,"abortion","abortion_conditional","CC18_321b","Allow abortion only under certain cases","Do you support or oppose each of the following proposals? Permit abortion ONLY in case of rape, incest or when the woman's life is in danger"
2018,"abortion","abortion_20weeks","CC18_321c","Ban abortion after 20 weeks","Do you support or oppose each of the following proposals? Ban abortions after the 20th week of pregnancy"
2018,"abortion","abortion_coverage","CC18_321d","Employer coverage of abortion","Do you support or oppose each of the following proposals? Allow employers to decline coverage of abortions in insurance plans"
2018,"abortion","abortion_expenditures","CC18_321e","Prohibit expenditures for abortion","Do you support or oppose each of the following proposals? Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion."
2018,"abortion","abortion_prohibition","CC18_321f","Total prohibition of abortion","Do you support or oppose each of the following proposals? Make abortion illegal in all circumstances."
2018,"immigration","immig_wall","CC18_322a","Increase spending on border security, including building a wall","What do you think the U.S. government should do about immigration? Do you support or oppose each of the following? Increase spending on border security by 25 billion, including building a wall between the U.S. and Mexico."
2018,"immigration","immig_report","CC18_322c","Withhold funding from police failing to report illegal immigrants","What do you think the U.S. government should do about immigration? Do you support or oppose each of the following? Withhold federal funds from any local police department that does not report to the federal government anyone they identify as an illegal immigrant"
2018,"immigration","immig_reduce","CC18_322c_new","Reduce legal immigration by 50 percent","Reduce legal immigration by eliminating the visa lottery and ending family-based migration"
2018,"health care","healthcare_medicare","CC18_327a","Provide Medicare for all Americans","Thinking now about health care policy, would you support or oppose each of the following proposals? Provide Medicare for all Americans."
2018,"health care","healthcare_aca","CC18_327c","Repeal the Affordable Care Act","Thinking now about health care policy, would you support or oppose each of the following proposals? Health Care – Repeal the entire Affordable Care Act."
2018,"trade","trade_china","CC18_331a","Tariffs on goods imported from China",NA
2018,"trade","trade_canmex_except","CC18_331b","Tariffs on steel and aluminum EXCEPT from Canada and Mexico",NA
2018,"trade","trade_canmex_include","CC18_331c","Tariffs on steel and aluminum INCLUDING from Canada and Mexico",NA
2018,"environment","enviro_carbon","CC18_415a","Allow EPA to regulate carbon dioxide emissions","Do you support or oppose each of the following proposals? Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions"
2018,"environment","enviro_mpg_lower","CC18_415b","Lower average fuel efficiency","Do you support or oppose each of the following proposals? Lower the required fuel efficiency for the average automobile from 35 mpg to 25 mpg."
